sku,n_obs,rank_modelo,dof_modelo,elasticidade_preco,p_value_preco,semi_elasticidade_desconto,p_value_desconto,semi_elast_desc_0_10,p_value_desc_0_10,semi_elast_desc_10_30,p_value_desc_10_30,semi_elast_desc_30_plus,p_value_desc_30_plus,preco_medio,desconto_medio,q_media,share_dias_stockout_base,std_log_preco,pass_obs,pass_var_preco,pass_p_preco,pass_range_preco,quality_score
1603167,746,23,723,-1.704825801963157,1.0028994296806815e-05,-1.8523716877749976,1.78699331798704e-06,,,,,,,2.7990781321447717,-0.2027668958168301,99.38739946380697,0.04225352112676056,0.08908325855612566,True,True,True,True,4
3110413-1,745,23,722,-1.1480886950146696,0.0009338328292991527,-1.415748189164989,0.00013439915218138587,,,,,,,2.791154442852349,-0.20741319120320026,86.26577181208053,0.03841229193341869,0.08903501531096879,True,True,True,True,4
2419841,745,23,722,-1.7517802915188712,0.0016951783033203327,-1.0024673208313766,0.09097951086342126,,,,,,,2.4449953029543625,-0.18586164955750226,231.43355704697987,0.046094750320102434,0.0671625339437466,True,True,True,True,4
2824023,744,23,721,-2.6068206768184163,9.113487275946852e-08,-0.14797567869647238,0.8135405994756606,,,,,,,6.157694317838709,-0.1519842237452558,222.3508064516129,0.04737516005121639,0.059451519573155365,True,True,True,True,4
2791357,743,23,720,-1.5326803046621786,0.014813625893707494,0.17775439312500368,0.8480278955203193,1.2043547464947701,0.518763978495191,-0.42334606208999326,0.652218538093204,-5.557166689268398,2.141530347232745e-05,5.855559809503364,-0.1744764097349257,50.309555854643335,0.04353393085787452,0.14269594827030196,True,True,True,True,4
2460046,743,23,720,-4.069853250188712,0.0,-0.8771581885056687,0.14568288879190683,,,,,,,2.4717164692920592,-0.14653802610207595,50.58277254374159,0.012804097311139564,0.13584452601600316,True,True,True,True,4
1743118,743,23,720,-1.4327426632796663,0.0014780720926177437,-2.061617789400844,0.0003721936829370609,,,,,,,2.3351151049138625,-0.15042802576306458,61.59623149394347,0.03969270166453265,0.1089018956824674,True,True,True,True,4
2791360,742,23,719,-1.6966535511574583,0.005533188487901519,0.3979158447230806,0.6274307303794853,,,,,,,5.050219129029649,-0.16797242768990261,130.28167115902966,0.0499359795134443,0.09734119016375156,True,True,True,True,4
1603165,740,23,717,-1.5619201673945058,0.00030020134735142534,-0.9745782632184119,0.06963634729886059,,,,,,,2.8546188495878373,-0.20351984102535955,91.65,0.04865556978233035,0.08951457274465001,True,True,True,True,4
3102748533,740,23,717,-0.9332254079829712,0.0,0.14631871328367868,0.0786097469324325,,,,,,,10.76005433725135,0.07850808211398967,23.663513513513514,0.04737516005121639,0.6109061418393932,True,True,True,True,4
31027532402,737,23,714,-1.2614471664470668,0.004149670320913845,-1.8061728310323222,4.53776551867513e-06,,,,,,,2.4279400498059704,-0.24764426187160793,221.75712347354138,0.05121638924455826,0.08668271259247079,True,True,True,True,4
1604309,737,23,714,-1.133371417355948,0.0009155058524075166,-0.8666751259856977,0.06014877326413415,,,,,,,3.115255604525102,-0.22339540010462566,397.5427408412483,0.056338028169014086,0.07298542420934351,True,True,True,True,4
31027526679,736,23,713,-3.170561768156418,0.012524357511575657,3.392614427320121,0.026856325408496362,-1.410199385556327,0.44224792554838444,-4.696355761006467,0.0049663150294629865,3.930189507173054e-14,,20.11161987493071,-0.11338074749859878,11.94429347826087,0.03841229193341869,0.04946573209222089,True,True,True,True,4
1542572,735,23,712,-2.5097364094631733,1.200888329866423e-05,-1.500814683618621,0.062297690670109596,,,,,,,2.858025839502041,-0.17106105302563346,90.14421768707483,0.05505761843790013,0.10539404973701395,True,True,True,True,4
2340368,734,23,711,-1.3561760806753556,0.0011898868961717213,-0.2968178035705826,0.6180925116992309,,,,,,,3.332557967852861,-0.1840283476234636,181.66621253405995,0.06017925736235595,0.10976462431239391,True,True,True,True,4
2419871,734,23,711,-3.533750958285187,0.09077917188447726,-1.9177355762110218,0.43350738482080464,,,,,,,7.2514613701212545,-0.12235017725504894,17.524523160762943,0.040973111395646605,0.07886712398978347,True,True,False,True,3
2460052,733,23,710,-3.5404344741681855,5.984324147334519e-12,-1.0060053496563153,0.14602565320596406,,,,,,,2.3531911036139155,-0.15369565016569636,44.79263301500682,0.020486555697823303,0.16005110768634076,True,True,True,True,4
31027527891,733,23,710,-8.494166381035553,0.09257427640154958,7.8967296801438165,0.18267922619897514,,,,,,,13.08355452509004,-0.12176408279996201,18.716234652114597,0.05505761843790013,0.057071371825592423,True,True,False,True,3
31027531050,732,23,709,-0.8524216467857291,0.00942166972951397,-1.5727315434245521,0.022842575834233658,,,,,,,2.3761173458306013,-0.11985248836554893,21.420765027322403,0.014084507042253521,0.14287402817806208,True,True,True,True,4
2388885,732,23,709,-0.5125606665463519,0.05820757838286261,-0.8437162794664683,0.019262862182873874,,,,,,,13.96794282236612,-0.21135417244264912,77.75956284153006,0.056338028169014086,0.1420243230504549,True,True,False,True,3
2387158,731,23,708,-0.4204196423596105,0.003899800574943768,-1.5212878690746268,9.775809459711127e-07,,,,,,,2.6712875123597812,-0.1543631992361661,262.2147742818058,0.06402048655569782,0.12965275796359846,True,True,True,True,4
3110436-1,731,23,708,-1.2745727678371062,0.00020052386058733163,-1.139811154822672,0.009835518064124749,,,,,,,2.7990625443201096,-0.2225617424843541,515.7948016415869,0.06402048655569782,0.07234763246415148,True,True,True,True,4
31027529014,729,23,706,-1.1661651368462438,0.07891821938788901,-0.9994124063658032,0.3169616102907682,,,,,,,16.817616228356652,-0.11930776059781066,18.618655692729767,0.04865556978233035,0.07330073452918803,True,True,False,True,3
3102748530,728,23,705,-0.7150793827592741,0.0,-0.02502167002604962,0.7656488974363338,,,,,,,10.468160356483516,0.05291108051979979,26.71153846153846,0.0678617157490397,0.6287483850423936,True,True,True,True,4
31027531059,726,23,703,-4.524979233906485,0.0,-0.49937218627680124,0.3924559580736591,,,,,,,2.3142608458016527,-0.1445414566581373,42.672176308539946,0.03969270166453265,0.10829459048954357,True,True,True,True,4
2540472,725,23,702,-0.7853247062294642,0.04836042964719889,-3.3489281284821186,1.0154099783221682e-12,,,,,,,2.7834867070744824,-0.2182166702134125,117.35862068965517,0.06914212548015365,0.09626773621005394,True,True,True,True,4
