sku_anchor,sku_candidato,effect_d,uplift_pct,media_base_candidato,dias_stockout_anchor
1542574,2466160,0.656641124919251,0.45497090456484496,129.06197654941374,183
1542574,2639583,0.6432815252123195,0.4283002857655994,289.8894472361809,183
1542574,31027532941,0.6573751397346638,0.5794328348817805,105.61306532663316,183
1542574,31027535057,0.6287405634034848,1.4342327922010807,9.298157453936348,183
1542574,31027535060,0.6841771617214517,1.9315211572370365,7.33500837520938,183
1542574,31027535392,0.6057434448436245,0.5560854042303569,90.67169179229481,183
1542574,31027540943,0.7233247619178662,0.8476860430929165,36.70519262981575,183
1542575,2464427,0.8869632379278349,1.0498816101026045,13.425165562913907,25
1542575,31027535093,0.6860584719321838,1.005727516451377,10.86887417218543,25
1542575,31027535102,1.130193465481209,4.000318028225005,13.327152317880795,25
1542576,1542575,0.7358342250627052,0.6065625287813793,185.18009478672985,147
1542576,2464426,0.6920705561256048,0.6517545008024593,13.298578199052132,147
1542576,2466160,0.6824194045904275,0.4620542231849337,131.39652448657188,147
1542576,31027532941,0.7679408870790444,0.657911954077706,106.73617693522907,147
1542576,31027535057,0.7460407984593579,1.6842049497742486,9.432859399684045,147
1542576,31027535060,0.898932884983947,2.658527615718145,7.101105845181674,147
1542576,31027535072,0.8387356249229893,2.785963926855146,6.199052132701421,147
1542576,31027535395,0.690626063667578,0.5625083458787707,128.6872037914692,147
1542576,31027540943,0.7055290103025134,0.8067584368624822,38.19747235387046,147
1542576,31027541120,0.609235964783139,1.5279518637496614,47.83254344391785,147
1542577,1542575,0.8191061784484052,0.6758393165020747,195.82869080779943,62
1542577,2464424,0.712951554006148,0.6998739963498493,15.902506963788301,62
1542577,31027531029,0.6047813742564032,0.8446632947676711,34.60724233983287,62
1542577,31027535392,0.7427009440267288,0.6847410485800528,97.21030640668523,62
1604309,2387158,0.9777525674671029,0.5434468677531966,242.83016304347825,44
1604309,3102751369,0.6370402978580221,0.9418080526715623,19.51086956521739,44
1604309,31027535057,0.61786258328304,1.167664290027651,11.658967391304348,44
1604309,31027535060,0.60929248916545,1.4021007877954232,9.877717391304348,44
1604309,31027535383,0.6423801941337068,0.9278760455231044,41.4375,44
1604309,31027547416,1.1400177087809464,2.8081171095170983,101.32065217391305,44
1604309,31027547419,0.8677870313937435,1.72851410064957,140.69429347826087,44
1604309,31027547422,0.727319606019373,1.5278544212324268,165.45652173913044,44
1604309,31027548000,0.6361189329786621,0.9375675531061053,11.54211956521739,44
1604309,31027548003,0.732540198895977,1.1178875451870243,18.00679347826087,44
1604311,2490067,0.7231210236990596,1.0263479069834922,10.965964343598054,163
1604311,2490069,0.7998608302191084,1.5773276795380728,6.612641815235008,163
1604311,31027522597,0.6140496761117304,1.2443375523986164,7.317666126418152,163
1604311,31027529507,0.6974236204667363,2.153181160876469,5.047001620745543,163
